DLC,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,ATTACK_TYPE
8,0,0,0,0,8,29,20,e2,Normal
8,0e,80,0,ff,1c,80,1,cb,Normal
8,1b,80,0,0,3b,7f,1,1b,Normal
8,0,40,60,ff,7e,76,9,0,Normal
8,16,80,0,ff,23,80,2,29,Normal
8,1b,80,0,0,59,7f,2,6f,Normal
8,17,80,0,ff,30,80,3,fd,Normal
8,9,80,0,0,53,7f,3,7e,Normal
8,5c,80,14,0a,0,1f,2,0,Normal
8,0,0,0,0,10,0b,24,6f,Normal
8,0,40,60,ff,7e,79,9,0,Normal
8,1b,80,0,ff,1a,80,5,37,Normal
8,9,80,0,0,20,7f,5,f4,Normal
8,0,40,60,ff,7e,75,9,0,Normal
8,0,0,0,0,16,20,27,b6,Normal
8,5,23,18,0a,23,1f,0,6f,Normal
8,11,80,0,ff,20,80,8,f9,Normal
8,0,0,0,0,18,0,28,71,Normal
8,13,80,0,ff,22,80,9,5d,Normal
8,18,80,0,ff,10,80,0a,64,Normal
8,5,23,1c,0a,23,1f,0,6f,Normal
8,19,80,0,ff,4,80,0b,3a,Normal
8,9,80,0,0,55,7f,0b,93,Normal
8,0,0,0,0,8,25,2c,9,Normal
8,19,80,0,ff,18,80,0d,66,Normal
8,0,80,0,0,45,7f,0d,4a,Normal
8,17,80,0,ff,18,80,0e,40,Normal
8,f7,7f,0,0,34,7f,0e,84,Normal
8,11,80,0,ff,10,80,0f,82,Normal
8,e9,7f,0,0,30,7f,0f,27,Normal
8,0b,80,0,ff,13,80,0,64,Normal
8,e9,7f,0,0,36,7f,0,99,Normal
8,0,0,0,0,10,27,20,19,Normal
8,0a,80,0,ff,1c,80,1,a2,Normal
8,0,0,0,0,12,25,21,9f,Normal
8,17,80,0,0,45,7f,2,c6,Normal
8,0,0,0,0,14,21,22,90,Normal
8,17,80,0,ff,6,80,3,d0,Normal
8,20,80,0,0,4c,7f,3,0,Normal
8,0,0,0,0,16,0,23,b7,Normal
8,5,23,24,0a,23,1f,0,6f,Normal
8,1b,80,0,ff,1,80,4,b2,Normal
8,0e,80,0,0,4f,7f,4,b1,Normal
8,19,23,23,30,8,8f,6d,36,Normal
8,fb,7f,0,0,4a,7f,5,b1,Normal
8,0f,80,0,ff,2c,80,6,ed,Normal
8,db,7f,0,0,37,7f,6,34,Normal
8,5c,80,24,0a,0,1f,2,0,Normal
8,8,80,0,ff,29,80,7,f7,Normal
8,db,7f,0,0,2d,7f,7,3e,Normal
8,5,23,24,0a,23,1f,0,6f,Normal
8,3,80,0,ff,12,80,8,d1,Normal
8,0,0,0,0,6,33,28,75,Normal
8,5,80,0,ff,0c,80,9,0e,Normal
8,15,80,0,ff,0c,80,6,0c,Normal
8,0,0,0,0,8,20,26,ba,Normal
8,16,80,0,ff,30,80,8,6f,Normal
8,5,23,20,0a,23,1f,0,6f,Normal
8,0e,80,0,ff,13,80,0a,82,Normal
8,19,23,23,30,8,8f,6e,35,Normal
8,16,80,0,ff,0c,80,5,cc,Normal
8,0,0,0,0,12,0,25,ff,Normal
8,17,80,0,ff,18,80,6,a8,Normal
8,0,80,0,0,4b,7f,6,8c,Normal
8,e0,7f,0,0,1d,7f,1,bb,Normal
8,0,80,0,0,5c,7f,4,24,Normal
8,0,0,0,0,12,23,22,0d,Normal
8,5,22,44,0a,22,1e,0,6f,Normal
8,0,80,0,0,4e,7f,0a,99,Normal
8,1a,21,22,30,8,8f,67,2d,Normal
8,1a,21,21,30,8,8f,64,10,Normal
8,1a,21,21,30,8,8f,67,3f,Normal
8,5,21,58,0a,21,1e,0,6f,Normal
8,15,80,0,ff,5,80,9,34,Normal
8,17,80,0,ff,26,80,0e,61,Normal
8,0,0,0,0,10,29,20,f6,Normal
8,10,80,0,ff,5,80,5,9c,Normal
8,15,80,0,ff,19,80,0d,52,Normal
8,10,80,0,ff,21,80,0f,78,Normal
8,10,80,0,ff,1a,80,7,38,Normal
8,16,80,0,ff,6,80,0c,36,Normal
8,fb,7f,0,0,23,7f,0c,97,Normal
8,19,21,21,30,8,8f,65,21,Normal
8,5,80,0,0,61,7f,2,f3,Normal
8,12,80,0,ff,35,80,4,13,Normal
8,15,80,0,ff,9,80,9,3e,Normal
8,0f,80,0,ff,29,80,0,2a,Normal
8,ee,7f,0,0,2d,7f,4,fb,Normal
8,0a,80,0,ff,1f,80,5,5a,Normal
8,0f,80,0,ff,12,80,0c,1e,Normal
8,5a,80,30,0a,0,1f,2,0,Normal
8,fb,7f,0,0,36,7f,6,d4,Normal
8,9,80,0,ff,1a,80,9,a8,Normal
8,0,80,0,0,23,7f,9,6b,Normal
8,1b,80,0,ff,0d,80,3,eb,Normal
8,0d,80,0,ff,0f,80,0d,24,Normal
8,17,80,0,ff,6,80,1,ea,Normal
8,0,80,0,0,2a,7f,0,1d,Normal
8,17,80,0,ff,0d,80,4,3,Normal
8,d8,50,0,8b,0,0,0,0,Normal
8,17,80,0,0,9,7f,5,ff,Normal
8,5,80,0,0,48,7f,8,92,Normal
8,ee,7f,0,0,5a,7f,0b,82,Normal
8,db,7f,0,0,3f,7f,0a,a4,Normal
8,0f,80,0,ff,2,80,2,a0,Normal
8,7a,8a,0,0,23,0,0,0,Normal
8,0e,80,0,0,4a,7f,7,1f,Normal
8,f2,7f,0,0,26,7f,0a,df,Normal
8,0e,80,0,ff,1c,80,0c,4a,Normal
8,19,80,0,ff,26,80,0,c6,Normal
8,0,0,0,0,8,21,20,b8,Normal
8,15,80,0,ff,f4,7f,8,6f,Normal
8,0,0,0,0,8,5,2b,2f,Normal
8,ee,7f,0,0,63,7f,0a,34,Normal
8,0,0,0,0,10,33,21,9d,Normal
8,11,80,0,ff,24,80,2,2d,Normal
8,17,80,0,ff,5,80,7,28,Normal
8,19,21,21,30,8,8f,6c,8,Normal
8,5,21,3c,0a,21,1e,0,6f,Normal
8,0,0,0,0,4,22,26,28,Normal
8,80,8a,0,0,23,0,0,0,Normal
8,1b,80,0,ff,1f,80,0a,5,Normal
8,17,80,0,0,34,7f,0a,e9,Normal
8,1d,80,0,ff,0f,80,0b,d3,Normal
8,f2,7f,0,0,2b,7f,0d,9,Normal
8,15,80,0,ff,f3,7f,0e,ab,Normal
8,f7,7f,0,0,33,7f,2,92,Normal
8,0,0,0,0,2,13,22,d4,Normal
8,0,0,0,0,4,3,23,78,Normal
8,13,80,0,ff,0f,80,5,74,Normal
8,0,0,0,0,8,22,25,5,Normal
8,11,80,0,ff,4,80,9,d2,Normal
8,9,80,0,0,5f,7f,9,a6,Normal
8,5,21,38,0a,21,1e,0,6f,Normal
8,1a,80,0,ff,1a,80,0b,cc,Normal
8,19,80,0,ff,18,80,0c,7b,Normal
8,5,21,2c,0a,21,1e,0,6f,Normal
8,1b,80,0,ff,13,80,0e,7b,Normal
8,0,0,0,0,1a,0,2e,3c,Normal
8,0,0,0,0,4,20,20,fe,Normal
8,0d,80,0,ff,5,80,2,90,Normal
8,f2,7f,0,0,54,7f,2,7c,Normal
8,0,0,0,0,4,25,25,f6,Normal
8,13,80,0,ff,22,80,9,5d,Normal
8,0,0,0,0,2,20,29,0e,Normal
8,19,21,21,30,8,8f,6c,8,Normal
8,0d,80,0,ff,18,80,0a,e5,Normal
8,0,0,0,0,4,29,2a,3a,Normal
8,8,80,0,ff,15,80,0b,49,Normal
8,ee,7f,0,0,45,7f,0b,1c,Normal
8,0,0,0,0,6,32,2b,1e,Normal
8,18,21,21,30,8,8f,6d,2a,Normal
8,18,21,21,30,8,8f,6d,3b,Normal
8,9,80,0,ff,24,80,0c,e0,Normal
8,0,0,0,0,8,21,2c,24,Normal
8,0d,80,0,ff,2c,80,0d,98,Normal
8,18,21,21,30,8,8f,6d,8,Normal
8,9,80,0,0,1e,7f,0e,1a,Normal
8,10,80,0,ff,1a,80,0f,d0,Normal
8,0,80,0,0,1d,7f,0f,4,Normal
8,f7,7f,0,0,1e,7f,0,1d,Normal
8,0b,80,0,ff,22,80,1,de,Normal
8,0,0,0,0,12,0,21,8b,Normal
8,0f,80,0,ff,18,80,2,b7,Normal
8,0,0,0,0,2,20,22,c1,Normal
8,19,21,21,30,8,8f,6d,18,Normal
8,11,80,0,ff,7,80,3,8c,Normal
8,0e,80,0,0,30,7f,3,2c,Normal
8,0,0,0,0,4,0,23,ac,Normal
8,12,80,0,ff,4,80,4,b4,Normal
8,0,0,0,0,2,12,24,d6,Normal
8,18,80,0,ff,12,80,5,dc,Normal
8,17,80,0,0,4c,7f,5,16,Normal
8,0,0,0,0,4,0f,25,41,Normal
8,0,0,0,0,6,2,26,5e,Normal
8,26,80,0,ff,20,80,7,1a,Normal
8,0,0,0,0,8,5,27,b3,Normal
8,28,80,0,ff,0e,80,8,99,Normal
8,20,80,0,ff,0b,80,9,df,Normal
8,e0,7f,0,0,2d,7f,9,7b,Normal
8,19,21,21,30,8,8f,6d,7,Normal
8,16,80,0,ff,16,80,0a,60,Normal
8,11,80,0,ff,19,80,0b,75,Normal
8,19,21,21,30,8,8f,6d,3a,Normal
8,0f,80,0,ff,9,80,0c,86,Normal
8,12,80,0,ff,4,80,0d,41,Normal
8,16,80,0,ff,19,80,0e,92,Normal
8,0e,80,0,0,41,7f,0e,6a,Normal
8,19,80,0,ff,2f,80,0f,fe,Normal
8,1b,80,0,ff,33,80,0,ed,Normal
8,0,0,0,0,1a,33,20,8f,Normal
8,19,80,0,ff,22,80,1,dd,Normal
8,f7,7f,0,0,1c,7f,1,3,Normal
8,0,0,0,0,1c,7,21,7b,Normal
8,5,21,18,0a,21,1e,0,6f,Normal
8,f2,7f,0,0,31,7f,2,a5,Normal
8,0,0,0,0,1e,0d,22,9d,Normal
8,5,22,18,0a,22,1e,0,6f,Normal
8,15,80,0,ff,12,80,3,74,Normal
8,5,22,18,0a,22,1e,0,6f,Normal
8,16,80,0,ff,18,80,4,cf,Normal
8,59,80,18,0a,0,1f,2,0,Normal
8,9,80,0,0,51,7f,5,33,Normal
8,18,80,0,ff,ff,7f,6,af,Normal
8,0,0,0,0,2,27,26,4c,Normal
8,0,0,0,0,4,20,27,ad,Normal
8,13,80,0,ff,28,80,8,4f,Normal
8,f7,7f,0,0,31,7f,8,43,Normal
8,0,0,0,0,6,21,28,59,Normal
8,12,80,0,ff,37,80,9,91,Normal
8,0,0,0,0,8,28,29,5b,Normal
8,f2,7f,0,0,12,7f,0a,f1,Normal
8,0b,80,0,ff,15,80,0b,ae,Normal
8,ee,7f,0,0,1e,7f,0b,e4,Normal
8,7,80,0,ff,1a,80,0c,c0,Normal
8,8,80,0,ff,29,80,0d,25,Normal
8,0,0,0,0,10,33,2d,1,Normal
8,0,0,0,0,12,23,2e,91,Normal
8,16,80,0,ff,18,80,0f,0,Normal
8,0,0,0,0,14,22,2f,c5,Normal
8,1a,80,0,ff,10,80,0,0c,Normal
8,0,0,0,0,16,22,20,7d,Normal
8,0,0,0,0,18,27,21,8,Normal
8,1e,80,0,ff,1b,80,2,df,Normal
8,0,0,0,0,1a,0,22,a0,Normal
8,1b,80,0,ff,15,80,3,ff,Normal
8,d8,4f,0,8a,0,0,0,0,Normal
8,e0,7f,0,0,38,7f,4,6b,Normal
8,0,0,0,0,4,0,24,ff,Normal
8,0d,80,0,ff,18,80,5,5e,Normal
8,e5,7f,0,0,31,7f,5,c1,Normal
8,0,0,0,0,2,29,25,84,Normal
8,9,80,0,ff,1d,80,6,99,Normal
8,f7,7f,0,0,22,7f,6,71,Normal
8,0,0,0,0,4,25,26,d1,Normal
8,0,0,0,0,6,26,27,1b,Normal
8,1,80,0,ff,f1,7f,8,36,Normal
8,0,0,0,0,8,29,28,0a,Normal
8,d8,4f,0,8c,0,0,0,0,Normal
8,ff,7f,0,ff,f2,7f,9,6,Normal
8,f7,7f,0,0,48,7f,9,95,Normal
8,5,80,0,ff,13,80,0a,b7,Normal
8,17,80,0,0,51,7f,0a,30,Normal
8,0b,80,0,ff,2c,80,0b,5,Normal
8,20,80,0,0,41,7f,0b,6d,Normal
8,25,80,0,0,29,7f,0c,56,Normal
8,0,0,0,0,10,0b,2c,87,Normal
8,1d,80,0,ff,19,80,0d,80,Normal
8,1b,80,0,0,1f,7f,0d,b1,Normal
8,0,0,0,0,12,25,2d,3,Normal
8,1d,80,0,ff,1b,80,0e,a4,Normal
8,0,80,0,0,20,7f,0e,b4,Normal
8,0,0,0,0,14,20,2e,40,Normal
8,1a,80,0,ff,24,80,0f,99,Normal
8,f7,7f,0,0,25,7f,0f,0e,Normal
8,0,0,0,0,16,20,2f,5e,Normal
8,f7,7f,0,0,2e,7f,0,35,Normal
8,0,0,0,0,18,0,20,99,Normal
8,13,80,0,ff,10,80,1,9e,Normal
8,ee,7f,0,0,38,7f,1,3,Normal
8,d8,50,0,8a,0,0,0,0,Normal
8,0d,80,0,ff,9,80,2,9a,Normal
8,e5,7f,0,0,3d,7f,2,98,Normal
8,0,0,0,0,4,22,22,5c,Normal
8,8,80,0,ff,19,80,3,ab,Normal
8,0,0,0,0,6,26,23,6f,Normal
8,0d,80,0,ff,31,80,4,f0,Normal
8,0,0,0,0,8,25,24,e1,Normal
8,29,80,0,0,24,7f,5,9d,Normal
8,1d,80,0,ff,1b,80,6,4c,Normal
8,17,80,0,0,26,7f,6,6e,Normal
8,19,80,0,ff,16,80,7,bd,Normal
8,15,80,0,ff,27,80,8,1a,Normal
8,ee,7f,0,0,37,7f,8,70,Normal
8,0,0,0,0,10,27,28,f1,Normal
8,0,0,0,0,12,25,29,77,Normal
8,17,80,0,ff,1a,80,0a,37,Normal
8,0,0,0,0,14,21,2a,78,Normal
8,16,80,0,ff,8,80,0b,6c,Normal
8,0,0,0,0,16,0,2b,5f,Normal
8,1a,80,0,ff,1d,80,0d,8,Normal
8,1a,80,0,ff,14,80,0e,ac,Normal
8,f7,7f,0,0,27,7f,0f,0d,Normal
8,19,80,0,ff,ec,7f,0,28,Normal
8,0,0,0,0,6,33,20,9d,Normal
8,1a,80,0,ff,f5,7f,1,49,Normal
8,0,0,0,0,8,22,21,71,Normal
8,13,80,0,ff,7,80,3,36,Normal
8,d8,4f,0,89,0,0,0,0,Normal
8,0f,80,0,ff,0c,80,5,fa,Normal
8,fb,7f,0,0,58,7f,5,aa,Normal
8,0,0,0,0,10,28,25,d3,Normal
8,12,80,0,0,54,7f,6,11,Normal
8,0,0,0,0,12,33,26,cd,Normal
8,18,80,0,ff,31,80,7,5a,Normal
8,0,0,0,0,14,20,27,b5,Normal
8,1b,80,0,ff,24,80,8,97,Normal
8,0,0,0,0,16,20,28,0d,Normal
8,1b,80,0,ff,18,80,9,a8,Normal
8,0,0,0,0,18,24,29,34,Normal
8,19,80,0,ff,15,80,0a,b0,Normal
8,fb,7f,0,0,37,7f,0a,c7,Normal
8,0,0,0,0,1a,0,2a,48,Normal
8,f7,7f,0,0,3a,7f,0b,e4,Normal
8,15,80,0,ff,10,80,0c,cc,Normal
8,0,0,0,0,6,20,2d,7c,Normal
8,0,0,0,0,8,20,2e,52,Normal
8,1a,80,0,ff,14,80,0,0a,Normal
8,17,80,0,ff,9,80,1,6c,Normal
8,0,0,0,0,4,25,21,82,Normal
8,0,0,0,0,6,27,22,3e,Normal
8,10,80,0,ff,1,80,3,d4,Normal
8,0,0,0,0,8,20,23,d3,Normal
8,1b,80,0,ff,28,80,5,1c,Normal
8,1b,80,0,0,4c,7f,5,ad,Normal
8,12,80,0,0,58,7f,6,1b,Normal
8,0,0,0,0,4,29,26,a6,Normal
8,d8,4f,0,8b,0,0,0,0,Normal
8,1e,80,0,ff,19,80,7,b5,Normal
8,0,0,0,0,6,32,27,82,Normal
8,1a,80,0,ff,14,80,8,e2,Normal
8,0,0,0,0,8,21,28,50,Normal
8,18,80,0,ff,19,80,9,c0,Normal
8,11,80,0,ff,8,80,0b,e2,Normal
8,ee,7f,0,0,1a,7f,0b,e2,Normal
8,0d,80,0,ff,9,80,0c,3c,Normal
8,0,0,0,0,10,29,2c,6a,Normal
8,0b,80,0,ff,1f,80,0d,ef,Normal
8,fb,7f,0,0,3a,7f,0d,11,Normal
8,0,0,0,0,12,0,2d,17,Normal
8,16,80,0,ff,15,80,0f,85,Normal
8,1b,80,0,0,2c,7f,0f,2f,Normal
8,19,80,0,ff,fc,7f,0,30,Normal
8,9,80,0,0,31,7f,0,0a,Normal
8,16,80,0,ff,1a,80,2,82,Normal
8,0,0,0,0,6,2,22,2a,Normal
8,1a,80,0,ff,13,80,3,a7,Normal
8,0,0,0,0,8,5,23,c7,Normal
8,5,22,2c,0a,22,1e,0,6f,Normal
8,20,80,0,ff,f7,7f,4,9d,Normal
8,12,80,0,0,2c,7f,4,6f,Normal
8,1d,80,0,ff,f4,7f,5,3c,Normal
8,e0,7f,0,0,37,7f,6,d7,Normal
8,0f,80,0,ff,2e,80,7,f3,Normal
8,0,0,0,0,10,2,27,5e,Normal
8,0e,80,0,ff,2a,80,8,13,Normal
8,0,0,0,0,12,0f,28,dd,Normal
8,5,80,0,0,4e,7f,9,8a,Normal
8,0,0,0,0,14,13,29,6,Normal
8,12,80,0,ff,18,80,0a,0,Normal
8,0,0,0,0,16,3,2a,96,Normal
8,13,80,0,ff,29,80,0b,e7,Normal
8,0,0,0,0,18,8,2b,0c,Normal
8,17,80,0,ff,31,80,0c,c9,Normal
8,0,0,0,0,1a,33,2c,13,Normal
8,17,80,0,ff,26,80,0d,46,Normal
8,0,80,0,0,1e,7f,0d,b2,Normal
8,0,0,0,0,1c,7,2d,e7,Normal
8,12,80,0,ff,16,80,0e,7d,Normal
8,0,0,0,0,1e,0d,2e,1,Normal
8,e9,7f,0,0,20,7f,0f,3f,Normal
8,0a,80,0,ff,31,80,0,0a,Normal
8,0b,80,0,ff,2a,80,1,d2,Normal
8,15,80,0,ff,12,80,2,69,Normal
8,d8,50,0,89,0,0,0,0,Normal
8,1b,80,0,ff,12,80,3,75,Normal
8,25,80,0,0,3a,7f,3,79,Normal
8,21,80,0,ff,24,80,4,b5,Normal
8,0,0,0,0,6,21,24,c5,Normal
8,1e,80,0,ff,24,80,5,22,Normal
8,0,0,0,0,8,28,25,c7,Normal
8,11,80,0,ff,2,80,7,71,Normal
8,e5,7f,0,0,27,7f,7,e6,Normal
8,0f,80,0,ff,1a,80,8,66,Normal
8,11,80,0,ff,2f,80,9,62,Normal
8,0,0,0,0,10,33,29,75,Normal
8,16,80,0,ff,30,80,0a,55,Normal
8,0,0,0,0,12,23,2a,e5,Normal
8,5,22,20,0a,22,1e,0,6f,Normal
8,0,80,0,0,5e,7f,0b,9c,Normal
8,0,0,0,0,14,22,2b,b1,Normal
8,f2,7f,0,0,62,7f,0c,f7,Normal
8,0,0,0,0,16,22,2c,e1,Normal
8,0f,80,0,ff,1c,80,0d,0a,Normal
8,f2,7f,0,0,5b,7f,0d,41,Normal
8,0,0,0,0,18,27,2d,94,Normal
8,0e,80,0,ff,29,80,0e,d1,Normal
8,0,80,0,0,3e,7f,0e,a5,Normal
8,11,80,0,ff,23,80,0f,26,Normal
8,5,22,14,0a,22,1e,0,6f,Normal
8,19,80,0,ff,12,80,0,e8,Normal
8,1b,80,0,0,2e,7f,0,97,Normal
8,18,22,22,30,8,8f,78,0c,Normal
8,19,80,0,ff,15,80,1,7f,Normal
8,15,80,0,ff,2d,80,2,c7,Normal
8,59,81,14,0a,0,1f,2,0,Normal
8,12,80,0,ff,2e,80,3,d8,Normal
8,0,0,0,0,8,29,24,96,Normal
8,7,80,0,ff,ff,7f,5,6d,Normal
8,ff,7f,0,ff,0d,80,6,f2,Normal
8,ff,7f,0,ff,1b,80,7,f2,Normal
8,7,80,0,ff,0e,80,8,aa,Normal
8,0,0,0,0,10,0b,28,f3,Normal
8,0e,80,0,ff,fb,7f,9,78,Normal
8,20,80,0,0,1f,7f,9,26,Normal
8,16,80,0,ff,f8,7f,0a,b8,Normal
8,1b,80,0,0,26,7f,0a,49,Normal
8,0,0,0,0,14,20,2a,34,Normal
8,0,0,0,0,16,20,2b,2a,Normal
8,1a,80,0,ff,1b,80,0c,10,Normal
8,5,80,0,0,2a,7f,0c,b5,Normal
8,0,0,0,0,18,0,2c,5,Normal
8,18,80,0,ff,15,80,0d,be,Normal
8,13,80,0,ff,fb,7f,0e,74,Normal
8,ee,7f,0,0,3b,7f,0e,34,Normal
8,e9,7f,0,0,48,7f,0f,63,Normal
8,0,0,0,0,6,26,2f,f3,Normal
8,0,0,0,0,8,25,20,95,Normal
8,0a,80,0,ff,29,80,1,3,Normal
8,0,80,0,0,3b,7f,1,97,Normal
8,10,80,0,ff,1a,80,2,51,Normal
8,13,80,0,ff,0d,80,3,39,Normal
8,12,80,0,0,22,7f,3,35,Normal
8,16,80,0,ff,14,80,4,c5,Normal
8,0,0,0,0,10,27,24,6d,Normal
8,16,80,0,ff,1f,80,5,58,Normal
8,0,0,0,0,12,25,25,eb,Normal
8,13,80,0,ff,14,80,6,cb,Normal
8,0,0,0,0,14,21,26,e4,Normal
8,13,80,0,ff,2,80,7,cb,Normal
8,fb,7f,0,0,39,7f,7,4f,Normal
8,0,0,0,0,16,0,27,c3,Normal
8,13,80,0,ff,2,80,8,70,Normal
8,0,80,0,0,42,7f,8,a9,Normal
8,12,80,0,ff,19,80,9,a8,Normal
8,fb,7f,0,0,3e,7f,9,63,Normal
8,0,40,60,ff,7e,8a,9,0,Normal
8,13,80,0,ff,37,80,0a,eb,Normal
8,5,80,0,0,2e,7f,0a,fd,Normal
8,0,40,60,ff,7e,89,9,0,Normal
8,15,80,0,ff,34,80,0b,a9,Normal
8,0,40,60,ff,7e,88,9,0,Normal
8,15,80,0,ff,1b,80,0c,4c,Normal
8,0,80,0,0,31,7f,0c,19,Normal
8,0,0,0,0,6,33,2c,1,Normal
8,17,80,0,ff,13,80,0d,e7,Normal
8,9,80,0,0,39,7f,0d,87,Normal
8,0,0,0,0,8,22,2d,ed,Normal
8,19,80,0,ff,16,80,0e,48,Normal
8,19,80,0,ff,18,80,0f,5c,Normal
8,0,80,0,0,37,7f,0f,3b,Normal
8,5,22,30,0a,22,1e,0,6f,Normal
8,16,80,0,ff,8,80,0,a3,Normal
8,12,80,0,ff,5,80,1,52,Normal
8,0,0,0,0,10,28,21,a7,Normal
8,11,80,0,ff,1d,80,2,86,Normal
8,0,80,0,0,46,7f,2,7d,Normal
8,0,0,0,0,12,33,22,b9,Normal
8,0,0,0,0,14,20,23,c1,Normal
8,18,80,0,ff,2f,80,4,6c,Normal
8,0,0,0,0,16,20,24,91,Normal
8,0,0,0,0,18,24,25,a8,Normal
8,0d,80,0,ff,19,80,6,f6,Normal
8,db,7f,0,0,3a,7f,6,b1,Normal
8,0,0,0,0,1a,0,26,d4,Normal
8,5,80,0,ff,22,80,7,91,Normal
8,db,7f,0,0,42,7f,7,e8,Normal
8,0,80,0,ff,29,80,8,9e,Normal
8,2,80,0,ff,21,80,9,35,Normal
8,0,0,0,0,6,20,29,8,Normal
8,0a,80,0,ff,1a,80,0a,68,Normal
8,0,0,0,0,8,20,2a,26,Normal
8,1b,80,0,0,31,7f,0b,c6,Normal
8,15,80,0,ff,34,80,0c,fa,Normal
8,18,80,0,ff,2f,80,0d,99,Normal
8,19,80,0,ff,0e,80,0e,5c,Normal
8,0,0,0,0,6,27,2e,a2,Normal
8,18,80,0,ff,1,80,0f,9a,Normal
8,fb,7f,0,0,3a,7f,0f,2b,Normal
8,0,0,0,0,8,20,2f,4f,Normal
8,13,80,0,ff,14,80,0,85,Normal
8,f2,7f,0,0,2a,7f,0,7,Normal
8,10,80,0,ff,28,80,1,5d,Normal
8,ee,7f,0,0,1e,7f,1,36,Normal
8,0d,80,0,ff,27,80,2,a3,Normal
8,f2,7f,0,0,1f,7f,2,9c,Normal
8,0d,80,0,ff,16,80,3,19,Normal
8,0,0,0,0,6,32,23,f6,Normal
8,12,80,0,ff,8,80,4,be,Normal
8,0,0,0,0,8,21,24,cc,Normal
8,18,80,0,ff,27,80,6,5a,Normal
8,18,80,0,ff,23,80,7,41,Normal
8,15,80,0,ff,16,80,8,bd,Normal
8,0,0,0,0,10,29,28,1e,Normal
8,0,0,0,0,12,0,29,63,Normal
8,0f,80,0,ff,27,80,0a,f1,Normal
8,fb,7f,0,0,38,7f,0a,41,Normal
8,10,80,0,ff,20,80,0b,83,Normal
8,9,80,0,0,5c,7f,0c,43,Normal
8,5,80,0,0,65,7f,0d,4e,Normal
8,f2,7f,0,0,55,7f,0e,6f,Normal
8,0,0,0,0,6,2,2e,b6,Normal
8,0e,80,0,ff,2f,80,0f,c9,Normal
8,0,0,0,0,8,5,2f,5b,Normal
8,f2,7f,0,0,2d,7f,0,8d,Normal
8,7,80,0,ff,14,80,1,48,Normal
8,7,80,0,ff,13,80,2,e5,Normal
8,8,80,0,ff,20,80,3,0,Normal
8,9,80,0,0,59,7f,3,71,Normal
8,0,0,0,0,10,2,23,2a,Normal
8,0b,80,0,ff,21,80,4,3b,Normal
8,9,80,0,0,55,7f,4,28,Normal
8,0,0,0,0,12,0f,24,41,Normal
8,0,0,0,0,14,13,25,9a,Normal
8,9,80,0,ff,2,80,6,7,Normal
8,0,0,0,0,16,3,26,0a,Normal
8,0a,80,0,ff,9,80,7,7d,Normal
8,0,0,0,0,18,8,27,90,Normal
8,0,0,0,0,1a,33,28,67,Normal
8,10,80,0,ff,14,80,9,97,Normal
8,0e,80,0,0,11,7f,9,41,Normal
8,0,0,0,0,1c,7,29,93,Normal
8,5,80,0,0,1c,7f,0a,d6,Normal
8,0,0,0,0,1e,0d,2a,75,Normal
8,15,80,0,ff,16,80,0b,9a,Normal
8,17,80,0,ff,2e,80,0c,57,Normal
8,16,80,0,ff,2c,80,0d,14,Normal
8,15,80,0,ff,0d,80,0e,6b,Normal
8,15,80,0,ff,ff,7f,0f,bc,Normal
8,19,80,0,ff,20,80,1,de,Normal
8,19,80,0,ff,20,80,2,f9,Normal
8,fb,7f,0,0,38,7f,2,a9,Normal
8,11,80,0,ff,1,80,5,c7,Normal
8,0,0,0,0,10,33,25,e9,Normal
8,17,80,0,ff,0e,80,6,b5,Normal
8,12,80,0,0,3b,7f,6,c7,Normal
8,0,0,0,0,12,23,26,79,Normal
8,18,80,0,ff,0b,80,7,7d,Normal
8,0,0,0,0,14,22,27,2d,Normal
8,5,22,24,0a,22,1e,0,6f,Normal
8,e9,7f,0,0,3f,7f,8,f2,Normal
8,0,0,0,0,16,22,28,95,Normal
8,e9,7f,0,0,42,7f,9,22,Normal
8,0,0,0,0,18,27,29,e0,Normal
8,5,80,0,ff,10,80,0a,3b,Normal
8,e5,7f,0,0,40,7f,0a,bd,Normal
8,0,0,0,0,1a,0,2a,48,Normal
8,3,80,0,ff,1b,80,0b,75,Normal
8,0a,80,0,ff,1b,80,0c,a9,Normal
8,0f,80,0,ff,16,80,0d,5,Normal
8,17,80,0,0,36,7f,0d,b9,Normal
8,11,80,0,ff,14,80,0e,99,Normal
8,5,80,0,0,3d,7f,0e,1d,Normal
8,10,80,0,ff,12,80,0f,dc,Normal
8,fb,7f,0,0,3e,7f,0f,2d,Normal
8,0d,80,0,ff,0c,80,0,29,Normal
8,0d,80,0,ff,8,80,1,32,Normal
8,5,22,3c,0a,22,1e,0,6f,Normal
8,11,80,0,ff,12,80,2,0,Normal
8,0e,80,0,0,4f,7f,2,ff,Normal
8,12,80,0,ff,1f,80,3,7f,Normal
8,9,80,0,0,46,7f,3,ef,Normal
8,0,0,0,0,10,0b,24,6f,Normal
8,12,80,0,ff,5,80,5,26,Normal
8,0,80,0,0,22,7f,5,78,Normal
8,15,80,0,ff,fc,7f,6,c5,Normal
8,9,80,0,0,27,7f,6,59,Normal
8,0,0,0,0,14,20,26,a8,Normal
8,16,80,0,ff,10,80,7,e4,Normal
8,0,0,0,0,16,20,27,b6,Normal
